"=""Статистика использования электронных сервисов""";

"=""Категория потребителя""";"=""ФОИВ""";
"=""Поставщик сервисов""";"=""""";
"=""Сервис""";"=""""";
"=""Выберите период формирования отчета с""";"=""04.06.2015""";
"=""по""";"=""04.06.2015""";
"=""Время генерации отчета""";"=""23.07.2015 22:52:53""";

"=""Общая статистика по сервисам""";

"=""Узел""";"=""Категория поставщика""";"=""Поставщик""";"=""Наименование сервиса """;"=""Номер сервиса""";"=""Категория потребителя""";"=""Потребитель""";"=""Сертификат""";"=""Регион""";"=""Количество запросов""";"=""Количество ответов""";"=""Количество ошибок""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство внутренних дел Российской Федерации (МВД)""";"=""Сведения о наличии (отсутствии) судимости и (или) факта уголовного преследования либо о прекращении уголовного преследования, о нахождении в розыске""";"=""SID0003456""";"=""ФОИВ""";"=""Федеральная таможенная служба (ФТС)""";"=""592642729855695661869436""";"=""Федеральный уровень""";"=""685""";"=""583""";"=""102""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство внутренних дел Российской Федерации (МВД)""";"=""Сведения о получении, назначении, неполучении пенсии и о прекращении выплат""";"=""SID0003457""";"=""ФОИВ""";"=""Пенсионный фонд Российской Федерации (ПФР)""";"=""2406928472091850369822660099873308764""";"=""Федеральный уровень""";"=""1""";"=""1""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство внутренних дел Российской Федерации (МВД)""";"=""Сервис приема заявлений по всем государственным услугам МВД России, переводимым в электронный вид""";"=""SID0003538""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""767""";"=""701""";"=""66""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство внутренних дел Российской Федерации (МВД)""";"=""Сведения об утраченном документе""";"=""SID0003596""";"=""ФОИВ""";"=""Федеральная миграционная служба России (ФМС)""";"=""525145814911240445633593""";"=""Федеральный уровень""";"=""17""";"=""16""";"=""1""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство внутренних дел Российской Федерации (МВД)""";"=""Электронный сервис получения сведений о регистрационных действиях транспортных средств и их владельцах. """;"=""SID0003611""";"=""ФОИВ""";"=""Федеральная налоговая служба России (ФНС)""";"=""562597956015094986004399""";"=""Федеральный уровень""";"=""5470""";"=""5431""";"=""39""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство внутренних дел Российской Федерации (МВД)""";"=""Электронный сервис получения сведений о регистрационных действиях транспортных средств и их владельцах. """;"=""SID0003611""";"=""ФОИВ""";"=""Федеральная служба судебных приставов (ФССП)""";"=""80919053712519654908155""";"=""Федеральный уровень""";"=""268262""";"=""267671""";"=""591""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство внутренних дел Российской Федерации (МВД)""";"=""Прием заявлений на предоставление государственных услуг МВД России по линии ЛРР""";"=""SID0003977""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""875""";"=""680""";"=""195""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство внутренних дел Российской Федерации (МВД)""";"=""Сведения о выданных разрешениях на ввоз в Российскую Федерацию и вывоз из Российской Федерации оружия и патронов к нему""";"=""SID0003978""";"=""ФОИВ""";"=""Федеральная таможенная служба (ФТС)""";"=""592642729855695661869436""";"=""Федеральный уровень""";"=""4""";"=""0""";"=""4""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство внутренних дел Российской Федерации (МВД)""";"=""Сервис предварительной электронной записи на прием""";"=""SID0003990""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""55""";"=""55""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство здравоохранения Российской Федерации""";"=""Сервис предоставления информации об оказанных медицинских услугах из системы ведения ИЭМК""";"=""SID0003864""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""52""";"=""52""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство здравоохранения Российской Федерации""";"=""Сервис электронной записи на прием к врачу и вызова врача на дом, с учетом возможности интеграции с внешними информационными системами с использованием облачных технологий""";"=""SID0003874""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""50099""";"=""48379""";"=""1720""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство здравоохранения Российской Федерации""";"=""Электронный сервис предоставления сведений о регистрации лекарственных средств""";"=""SID0003908""";"=""ФОИВ""";"=""Федеральная таможенная служба (ФТС)""";"=""592642729855695661869436""";"=""Федеральный уровень""";"=""242""";"=""113""";"=""129""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство здравоохранения Российской Федерации""";"=""Сервис, предоставляющий сведения о целевом назначении для медицины""";"=""SID0003909""";"=""ФОИВ""";"=""Федеральная таможенная служба (ФТС)""";"=""592642729855695661869436""";"=""Федеральный уровень""";"=""16""";"=""16""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство иностранных дел Российской Федерации (МИД)""";"Электронный сервис ""Сведения о периоде проживания за границей супругов работников, направленных в дипломатические представительства и консульские учреждения Российской Федерации""";"=""SID0003288""";"=""ФОИВ""";"=""Пенсионный фонд Российской Федерации (ПФР)""";"=""2406928472091850369822660099873308764""";"=""Федеральный уровень""";"=""1""";"=""1""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство иностранных дел Российской Федерации (МИД)""";"Электронный сервис ""Сведения о дипломатических или консульских карточках, выданных МИДом России, сведения о служебных карточках или удостоверениях, выданных МИДом России административно-техническому и обслуживающему персоналу дипломатических представительств и консульских учреждений Российской Федерации""";"=""SID0003290""";"=""ФОИВ""";"=""Министерство внутренних дел Российской Федерации (МВД)""";"=""87380251567254862312462""";"=""Федеральный уровень""";"=""4""";"=""3""";"=""1""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство иностранных дел Российской Федерации (МИД)""";"=""Сервис подтверждения факта приобретения гражданства Российской Федерации в консульских учреждениях Российской Федерации""";"=""SID0003530""";"=""ФОИВ""";"=""Федеральная миграционная служба России (ФМС)""";"=""525145814911240445633593""";"=""Федеральный уровень""";"=""1962""";"=""1962""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство иностранных дел Российской Федерации (МИД)""";"=""Сервис подтверждения факта выдачи паспорта, удостоверяющего личность гражданина Российской Федерации за пределами Российской Федерации, в консульских учреждениях Российской Федерации""";"=""SID0003531""";"=""ФОИВ""";"=""Федеральная миграционная служба России (ФМС)""";"=""525145814911240445633593""";"=""Федеральный уровень""";"=""72""";"=""72""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство иностранных дел Российской Федерации (МИД)""";"=""Сервис передачи электронных приглашений ФМС России в КЗУ МИД России""";"=""SID0003885""";"=""ФОИВ""";"=""Федеральная миграционная служба России (ФМС)""";"=""525145814911240445633593""";"=""Федеральный уровень""";"=""71""";"=""71""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство иностранных дел Российской Федерации (МИД)""";"=""Транскрибирование фамильно-именных групп иностранных граждан и лиц без гражданства на русский язык""";"=""SID0003894""";"=""ФОИВ""";"=""Федеральная миграционная служба России (ФМС)""";"=""525145814911240445633593""";"=""Федеральный уровень""";"=""145""";"=""145""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство культуры Российской Федерации (Минкультуры)""";"=""Сервис предоставления сведений из реестра ввозимых и вывозимых культурных ценностей """;"=""SID0004095""";"=""ФОИВ""";"=""Федеральная таможенная служба (ФТС)""";"=""592642729855695661869436""";"=""Федеральный уровень""";"=""2""";"=""2""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство обороны РФ""";"=""Сервисный концентратор предоставления сведений Министерства обороны Российской Федерации""";"=""SID0003886""";"=""ФОИВ""";"=""Министерство обороны РФ""";"=""95022209364760733942083""";"=""Федеральный уровень""";"=""1""";"=""1""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство обороны РФ""";"=""Сервисный концентратор предоставления сведений Министерства обороны Российской Федерации""";"=""SID0003886""";"=""ФОИВ""";"=""Федеральная таможенная служба (ФТС)""";"=""592642729855695661869436""";"=""Федеральный уровень""";"=""18""";"=""18""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство образования и науки (Минобрнауки России)""";"=""Сервис подтверждения о целевом назначении ввозимых материалов.""";"=""SID0003765""";"=""ФОИВ""";"=""Федеральная таможенная служба (ФТС)""";"=""592642729855695661869436""";"=""Федеральный уровень""";"=""2""";"=""2""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство промышленности и торговли Российской Федерации (Минпромторг России)""";"=""Электронный сервис предоставления сведений, выписок, писем, подтверждений, заключений, лицензий и иных документов, относящихся к сфере деятельности Минпромторга РФ по запросам ФОИВ. Разработан согласно Методическим Рекомендациям версии 2.5.5.""";"=""SID0003411""";"=""ФОИВ""";"=""Министерство внутренних дел Российской Федерации (МВД)""";"=""374706372467789316257627""";"=""Федеральный уровень""";"=""1""";"=""0""";"=""1""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство промышленности и торговли Российской Федерации (Минпромторг России)""";"=""Электронный сервис предоставления сведений, выписок, писем, подтверждений, заключений, лицензий и иных документов, относящихся к сфере деятельности Минпромторга РФ по запросам ФОИВ. Разработан согласно Методическим Рекомендациям версии 2.5.5.""";"=""SID0003411""";"=""ФОИВ""";"=""Министерство внутренних дел Российской Федерации (МВД)""";"=""517072239443805370072916""";"=""Федеральный уровень""";"=""2211""";"=""0""";"=""2211""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство промышленности и торговли Российской Федерации (Минпромторг России)""";"=""Электронный сервис предоставления сведений, выписок, писем, подтверждений, заключений, лицензий и иных документов, относящихся к сфере деятельности Минпромторга РФ по запросам ФОИВ. Разработан согласно Методическим Рекомендациям версии 2.5.5.""";"=""SID0003411""";"=""ФОИВ""";"=""Федеральная таможенная служба (ФТС)""";"=""592642729855695661869436""";"=""Федеральный уровень""";"=""30""";"=""30""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство промышленности и торговли Российской Федерации (Минпромторг России)""";"=""Сервис предоставления данных о лицензиях на ввоз/вывоз товара с территории Таможенного союза""";"=""SID0003690""";"=""ФОИВ""";"=""Федеральная таможенная служба (ФТС)""";"=""592642729855695661869436""";"=""Федеральный уровень""";"=""1487""";"=""1487""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Обработка статусов электронного заявления на едином портале государственных услуг""";"=""SID0003377""";"=""ФОИВ""";"=""Министерство внутренних дел Российской Федерации (МВД)""";"=""517072239443805370072916""";"=""Федеральный уровень""";"=""1915""";"=""1915""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Обработка статусов электронного заявления на едином портале государственных услуг""";"=""SID0003377""";"=""ФОИВ""";"=""Федеральная налоговая служба России (ФНС)""";"=""562597956015094986004399""";"=""Федеральный уровень""";"=""1""";"=""1""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Обработка статусов электронного заявления на едином портале государственных услуг""";"=""SID0003377""";"=""ФОИВ""";"=""Федеральная служба безопасности России (ФСБ России)""";"=""2412303768987667942048355784939929602""";"=""Федеральный уровень""";"=""77122""";"=""77118""";"=""4""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Обработка статусов электронного заявления на едином портале государственных услуг""";"=""SID0003377""";"=""ФОИВ""";"=""Федеральная служба по надзору в сфере образования и науки (Рособрнадзор)""";"=""421674995071883761685365""";"=""Федеральный уровень""";"=""5776""";"=""5776""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Обработка статусов электронного заявления на едином портале государственных услуг""";"=""SID0003377""";"=""ФОИВ""";"=""Федеральная служба по надзору в сфере связи, информационных технологий и массовых коммуникаций (Роскомнадзор)""";"=""137799917545092288634026""";"=""Федеральный уровень""";"=""45""";"=""45""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Обработка статусов электронного заявления на едином портале государственных услуг""";"=""SID0003377""";"=""ФОИВ""";"=""Федеральная служба по труду и занятости (Роструд)""";"=""2411182573318954916696244700062285826""";"=""Федеральный уровень""";"=""99432""";"=""99432""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Обработка статусов электронного заявления на едином портале государственных услуг""";"=""SID0003377""";"=""ФОИВ""";"=""Федеральная служба по финансовому мониторингу (Росфинмониторинг)""";"=""176609032904632390647882""";"=""Федеральный уровень""";"=""1""";"=""1""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Обработка статусов электронного заявления на едином портале государственных услуг""";"=""SID0003377""";"=""ФОИВ""";"=""Федеральное агенство по делам молодежи (Росмолодежь)""";"=""166144144269826158758517""";"=""Федеральный уровень""";"=""5""";"=""5""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Обработка статусов электронного заявления на едином портале государственных услуг""";"=""SID0003377""";"=""ФОИВ""";"=""Федеральное дорожное агентство Министерства транспорта Российской Федерации""";"=""391471""";"=""Федеральный уровень""";"=""1""";"=""1""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Обработка статусов электронного заявления на едином портале государственных услуг""";"=""SID0003377""";"=""ФОИВ""";"=""Фонд социального страхования РФ (ФСС)""";"=""2406836421125588969593853234949652492""";"=""Федеральный уровень""";"=""547""";"=""547""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Сервис обработки событий электронного заявления на портале государственных услуг (разработан согласно методическим рекомендациям версии 2.5) """;"=""SID0003635""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""678""";"=""678""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Сервис обработки событий электронного заявления на портале государственных услуг (разработан согласно методическим рекомендациям версии 2.5) """;"=""SID0003635""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""24""";"=""24""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Сервис обработки событий электронного заявления на портале государственных услуг (разработан согласно методическим рекомендациям версии 2.5) """;"=""SID0003635""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""427630227582249909378869""";"=""Федеральный уровень""";"=""334""";"=""326""";"=""8""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Сервис обработки событий электронного заявления на портале государственных услуг (разработан согласно методическим рекомендациям версии 2.5) """;"=""SID0003635""";"=""ФОИВ""";"=""Министерство транспорта Российской Федерации (Минтранс)""";"=""44134""";"=""Федеральный уровень""";"=""96""";"=""0""";"=""96""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Сервис обработки событий электронного заявления на портале государственных услуг (разработан согласно методическим рекомендациям версии 2.5) """;"=""SID0003635""";"=""ФОИВ""";"=""Федеральная антимонопольная служба (ФАС России)""";"=""36014""";"=""Федеральный уровень""";"=""8""";"=""8""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Сервис обработки событий электронного заявления на портале государственных услуг (разработан согласно методическим рекомендациям версии 2.5) """;"=""SID0003635""";"=""ФОИВ""";"=""Федеральная налоговая служба России (ФНС)""";"=""562597956015094986004399""";"=""Федеральный уровень""";"=""21""";"=""21""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Сервис обработки событий электронного заявления на портале государственных услуг (разработан согласно методическим рекомендациям версии 2.5) """;"=""SID0003635""";"=""ФОИВ""";"=""Федеральная таможенная служба (ФТС)""";"=""592642729855695661869436""";"=""Федеральный уровень""";"=""2""";"=""2""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Сервис обработки событий электронного заявления на портале государственных услуг (разработан согласно методическим рекомендациям версии 2.5) """;"=""SID0003635""";"=""ФОИВ""";"=""Федеральное агентство по туризму (Ростуризм)""";"=""164442450143429257112775""";"=""Федеральный уровень""";"=""1""";"=""1""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Сервис обработки событий электронного заявления на портале государственных услуг (разработан согласно методическим рекомендациям версии 2.4) """;"=""SID0003639""";"=""ФОИВ""";"=""Министерство внутренних дел Российской Федерации (МВД)""";"=""374706372467789316257627""";"=""Федеральный уровень""";"=""227032""";"=""227031""";"=""1""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Сервис обработки событий электронного заявления на портале государственных услуг (разработан согласно методическим рекомендациям версии 2.4) """;"=""SID0003639""";"=""ФОИВ""";"=""Министерство здравоохранения Российской Федерации""";"=""601470694852475152785610""";"=""Федеральный уровень""";"=""889""";"=""888""";"=""1""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Сервис обработки событий электронного заявления на портале государственных услуг (разработан согласно методическим рекомендациям версии 2.4) """;"=""SID0003639""";"=""ФОИВ""";"=""Федеральная миграционная служба России (ФМС)""";"=""525145814911240445633593""";"=""Федеральный уровень""";"=""30911""";"=""30911""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Сервис обработки событий электронного заявления на портале государственных услуг (разработан согласно методическим рекомендациям версии 2.4) """;"=""SID0003639""";"=""ФОИВ""";"=""Федеральная служба судебных приставов (ФССП)""";"=""80919053712519654908155""";"=""Федеральный уровень""";"=""151""";"=""151""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Электронный сервис унифицированной отправки информационных сообщений для пользователей государственной электронной почтовой системы """;"=""SID0003671""";"=""ФОИВ""";"=""Министерство внутренних дел Российской Федерации (МВД)""";"=""87380251567254862312462""";"=""Федеральный уровень""";"=""23515""";"=""23019""";"=""496""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Электронный сервис унифицированной отправки информационных сообщений для пользователей государственной электронной почтовой системы """;"=""SID0003671""";"=""ФОИВ""";"=""Федеральное государственное унитарное предприятие Почта России""";"=""131445975448740520018693""";"=""Федеральный уровень""";"=""1""";"=""1""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Сервис создания заявлений в Личном кабинете пользователя на ЕПГУ """;"=""SID0003887""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""181303497336010661967652""";"=""Федеральный уровень""";"=""1""";"=""0""";"=""1""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Электронный сервис регистрации пользователей Единой системы идентификации и аутентификации""";"=""SID0003923""";"=""ФОИВ""";"=""ОАО Ростелеком""";"=""141134200031937518664370""";"=""Федеральный уровень""";"=""931""";"=""923""";"=""8""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Электронный сервис регистрации пользователей Единой системы идентификации и аутентификации""";"=""SID0003923""";"=""ФОИВ""";"=""Общество с ограниченной ответственностью Региональный сервисный центр Инфо-Бухгалтер""";"=""465768259872461378561312""";"=""Федеральный уровень""";"=""10""";"=""10""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Концентратор услуг""";"=""SID0003962""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""15693""";"=""15657""";"=""36""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Концентратор услуг""";"=""SID0003962""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""4""";"=""4""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Универсальный сервис взаимодействия с ФГИС ДО""";"=""SID0004114""";"=""ФОИВ""";"=""Федеральная служба безопасности России (ФСБ России)""";"=""2412303768987667942048355784939929602""";"=""Федеральный уровень""";"=""6""";"=""6""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство транспорта Российской Федерации (Минтранс)""";"=""Сервис предоставления сведений, находящихся в компетенции министерства транспорта Российской Федерации""";"=""SID0003636""";"=""ФОИВ""";"=""Федеральная таможенная служба (ФТС)""";"=""592642729855695661869436""";"=""Федеральный уровень""";"=""46""";"=""31""";"=""15""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Министерство труда и социальной защиты Российской Федерации""";"=""Электронный сервис предоставления сведений об удостоверениях о признании средств, товаров, работ и услуг гуманитарной помощью""";"=""SID0003925""";"=""ФОИВ""";"=""Федеральная таможенная служба (ФТС)""";"=""592642729855695661869436""";"=""Федеральный уровень""";"=""1""";"=""1""";"=""0""";
