"=""Статистика использования электронных сервисов""";

"=""Категория потребителя""";"=""ФОИВ""";
"=""Категория поставщика""";"=""РОИВ""";
"=""Поставщик сервисов""";"=""""";
"=""Сервис""";"=""""";
"=""Выберите период формирования отчета с""";"=""01.07.2015""";
"=""по""";"=""05.07.2015""";
"=""Время генерации отчета""";"=""24.07.2015 11:54:53""";

"=""Общая статистика по сервисам""";

"=""Узел""";"=""Категория поставщика""";"=""Поставщик""";"=""Наименование сервиса """;"=""Номер сервиса""";"=""Категория потребителя""";"=""Потребитель""";"=""Сертификат""";"=""Регион""";"=""Количество запросов""";"=""Количество ответов""";"=""Количество ошибок""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Департамент информационных технологий города Москвы""";"=""Сведения о согласовании маршрута движения транспортных средств, осуществляющих перевозку опасных грузов""";"=""SID0003861""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""9""";"=""8""";"=""1""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Департамент информационных технологий города Москвы""";"=""Сведения о согласовании маршрута движения транспортных средств, осуществляющих перевозку опасных грузов""";"=""SID0003861""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""427630227582249909378869""";"=""Федеральный уровень""";"=""882""";"=""882""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Информационно-аналитическое управление правительства Еврейской автономной области""";"=""""";"=""SID0003749""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""134""";"=""120""";"=""14""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Информационно-аналитическое управление правительства Еврейской автономной области""";"=""""";"=""SID0003749""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""427630227582249909378869""";"=""Федеральный уровень""";"=""61""";"=""61""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Коммерческий Банк Русский Торговый Банк (общество с ограниченной ответственностью)""";"=""Сервис расчетного банка A3""";"=""SID0003939""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""10""";"=""10""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Коммерческий Банк Русский Торговый Банк (общество с ограниченной ответственностью)""";"=""Сервис расчетного банка A3""";"=""SID0003939""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""20""";"=""20""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Министерство Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий (МЧС)""";"=""Электронный сервис предоставления информации из реестра лицензий деятельности по монтажу, техническому обслуживанию и ремонту средств обеспечения пожарной безопасности зданий и сооружений """;"=""SID0003742""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""1""";"=""1""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Министерство Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий (МЧС)""";"=""Электронный сервис предоставления информации из реестра заключений о согласовании специальных технических условий""";"=""SID0003843""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""2""";"=""2""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Министерство Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий (МЧС)""";"=""Электронный сервис предоставления информации из реестра заключений по результатам рассмотрения деклараций промышленной безопасности опасных производственных объектов""";"=""SID0003860""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""83""";"=""83""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Министерство внутренних дел Российской Федерации (МВД)""";"=""Электронный сервис получения сведений о регистрационных действиях транспортных средств и их владельцах.""";"=""SID0003879""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""9""";"=""9""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Министерство внутренних дел Российской Федерации (МВД)""";"=""Сведения о выданных разрешениях на ввоз в Российскую Федерацию и вывоз из Российской Федерации оружия и патронов к нему""";"=""SID0003893""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""1""";"=""1""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Министерство внутренних дел Российской Федерации (МВД)""";"=""Сведения о выданных разрешениях на ввоз в Российскую Федерацию и вывоз из Российской Федерации оружия и патронов к нему""";"=""SID0003893""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""15""";"=""15""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Министерство здравоохранения Российской Федерации""";"=""Сервис предоставления информации об оказанных медицинских услугах из системы ведения ИЭМК""";"=""SID0003864""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""1""";"=""1""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Министерство здравоохранения Российской Федерации""";"=""Сервис, предоставляющий сведения о целевом назначении для медицины""";"=""SID0003909""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""1""";"=""1""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Министерство иностранных дел Российской Федерации (МИД)""";"«Сведения из дипломатических служебных карточек и удостоверений личности, выданных сотрудникам дипломатических представительств и консульских учреждений иностранных государств в Российской Федерации и членам их семей, сотрудникам международных организаций и их представительств, аккредитованных при МИДе России, и членам их семей». ";"=""SID0003660""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""14""";"=""14""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Министерство иностранных дел Российской Федерации (МИД)""";"=""Сервис передачи электронных приглашений ФМС России в КЗУ МИД России""";"=""SID0003885""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""1""";"=""1""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Министерство иностранных дел Российской Федерации (МИД)""";"=""Транскрибирование фамильно-именных групп иностранных граждан и лиц без гражданства на русский язык""";"=""SID0003894""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""1""";"=""1""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Министерство иностранных дел Российской Федерации (МИД)""";"=""Транскрибирование фамильно-именных групп иностранных граждан и лиц без гражданства на русский язык""";"=""SID0003894""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""427630227582249909378869""";"=""Федеральный уровень""";"=""37""";"=""37""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Министерство культуры Российской Федерации (Минкультуры)""";"Сервис по приему и обработки заявлений с ЕПГУ по государственной услуге «Согласование проектной документации на проведение работ по сохранению объекта культурного наследия  (памятника истории культуры) народов Российской Федерации федерального значения,  входящий в перечень, установленный Правительством Российской Федерации»";"=""SID0003877""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""427630227582249909378869""";"=""Федеральный уровень""";"=""39""";"=""39""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Министерство промышленности и торговли Российской Федерации (Минпромторг России)""";"=""Сервис по приему заявлений с Единого портала государственных услуг на оказание государственных услуг Министерством промышленности и торговли Российской Федерации""";"=""SID0003841""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""27""";"=""27""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Министерство промышленности и торговли Российской Федерации (Минпромторг России)""";"=""Прием заявлений на получение лицензии, заверенной копии (дубликата) лицензии, а также на прекращение действия лицензии на осуществление деятельности по производству лекарственных средств для медицинского применения с ЕПГУ""";"=""SID0003993""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""4""";"=""4""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Министерство промышленности и торговли Российской Федерации (Минпромторг России)""";"=""Прием заявлений на предоставление, прекращение действия лицензии, а также на получение сведений о лицензии или копии (дубликата) лицензии на осуществление деятельности по хранению и уничтожению химического оружия с ЕПГУ""";"=""SID0004007""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""16""";"=""16""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"Сервис проверки взаимодействия СМЭВ создан для облегчения работы разработки программного обеспечения, формирующее сообщение, а также дружественной формы сообщения об ошибках в случае несоответствия формата методическим рекомендациям. Все методы проверяют электронную подпись формата XMLDSig.";"=""SID0003002""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""427630227582249909378869""";"=""Федеральный уровень""";"=""6""";"=""6""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Сервис передачи сведений о зарегистрированных и измененных ФГИС и заявках на регистрацию ФГИС""";"=""SID0003696""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""7""";"=""7""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""Сервис получения документов из информационной системы нотариусов  (разработан согласно методическим рекомендациям версии 2.5) """;"=""SID0003715""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""169""";"=""169""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Министерство сельского хозяйства Российской Федерации (Минсельхоз России)""";"Сервис ""Сведения о выполнении мероприятий, способствующих экономии затрат на подачу воды для орошения""";"=""SID0003751""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""3""";"=""3""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Министерство сельского хозяйства Российской Федерации (Минсельхоз России)""";"Сервис ""Сведения о выполнении мероприятий, способствующих экономии затрат на подачу воды для орошения""";"=""SID0003751""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""3866""";"=""3848""";"=""18""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Министерство транспорта Российской Федерации (Минтранс)""";"=""Сервис предоставления сведений, находящихся в компетенции министерства транспорта Российской Федерации""";"=""SID0004078""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""8""";"=""7""";"=""1""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Министерство труда и социальной защиты Российской Федерации""";"=""Электронный сервис подачи заявлений на проведение медико-социальной экспертизы и обжалование ранее вынесенных решений""";"=""SID0003857""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""16""";"=""16""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Министерство финансов Российской Федерации (Минфин России)""";"=""Сведения о документах  государственного контроля драгоценных металлов, драгоценных камней и сырьевых товаров (содержащих драгоценные металлы) при их ввозе не территорию таможенного союза и вывозе за его пределы""";"=""SID0003811""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""31""";"=""31""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Министерство финансов Российской Федерации (Минфин России)""";"=""Сведения о документах  государственного контроля драгоценных металлов, драгоценных камней и сырьевых товаров (содержащих драгоценные металлы) при их ввозе не территорию таможенного союза и вывозе за его пределы""";"=""SID0003811""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""3217""";"=""3212""";"=""5""";
"=""Федеральный уровень""";"=""РОИВ""";"=""ОАО Ростелеком""";"=""Продуктивный сервис СИСП клиента поставщика платежного сервиса PaySystemClient - Ростелеком""";"=""SID0003903""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""16""";"=""16""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""ОАО Ростелеком""";"=""Сервис пингатора ЕПГУ""";"=""SID0003982""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""1""";"=""1""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Открытое акционерное общество Консервативный коммерческий банк""";"=""Электронный сервис расчетного банка ОАО Банк «ККБ».""";"=""SID0003970""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""7""";"=""7""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Пенсионный фонд Российской Федерации (ПФР)""";"=""Сервис формирования ответа по запросам граждан на «Информирование о предоставлении государственной социальной помощи в виде набора социальных услуг»""";"=""SID0003871""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""3""";"=""3""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Пенсионный фонд Российской Федерации (ПФР)""";"=""Сервис передачи сведений о продолжительности периодов работы в районах Крайнего Севера""";"=""SID0003999""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""1505""";"=""1454""";"=""51""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Пенсионный фонд Российской Федерации (ПФР)""";"=""Сервис передачи сведений о продолжительности периодов работы в районах Крайнего Севера""";"=""SID0003999""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""3240""";"=""3166""";"=""74""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Пенсионный фонд Российской Федерации (ПФР)""";"=""Сервис передачи сведений о продолжительности периодов работы в районах Крайнего Севера""";"=""SID0003999""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""5""";"=""5""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Региональный центр управления государственными и муниципальными информационными системами и ресурсами Самарской области»""";"=""""";"=""SID0003708""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""1""";"=""1""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Тестовый орган исполнительной власти""";"=""fake service""";"=""SID0003174""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""1""";"=""1""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Федеральная налоговая служба России (ФНС)""";"=""Электронный сервис «Предоставление сведений о наличии (отсутствии) задолженности по уплате налогов, сборов, пеней и штрафов за нарушение законодательства Российской Федерации о налогах и сборах, по запросу органов исполнительной власти»""";"=""SID0003793""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""1""";"=""1""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Федеральная налоговая служба России (ФНС)""";"=""Электронный сервис «Предоставление сведений об учете организации в налоговом органе по месту нахождения ее обособленного подразделения»""";"=""SID0003989""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""53""";"=""53""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Федеральная налоговая служба России (ФНС)""";"=""Электронный сервис «Предоставление сведений об учете организации в налоговом органе по месту нахождения ее обособленного подразделения»""";"=""SID0003989""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""427630227582249909378869""";"=""Федеральный уровень""";"=""14""";"=""14""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Федеральная нотариальная палата""";"=""Проверка реквизитов нотариальных документов""";"=""SID0003895""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""566""";"=""549""";"=""17""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Федеральная нотариальная палата""";"=""Проверка реквизитов нотариальных документов""";"=""SID0003895""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""10""";"=""9""";"=""1""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Федеральная нотариальная палата""";"=""Проверка реквизитов нотариальных документов""";"=""SID0003895""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""9""";"=""9""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Федеральная служба Российской Федерации по контролю за оборотом наркотиков (ФСКН России)""";"Электронный сервис предоставления копии заключения об отсутствии у работников, которые в силу своих служебных обязанностей получат доступ непосредственно к прекурсорам наркотических средств и психотропных веществ, непогашенной или неснятой судимости за преступление средней тяжести, тяжкое и особо тяжкое преступление или преступление, связанное с незаконным оборотом наркотических средств, психотропных веществ и их прекурсоров либо с незаконным культивированием наркосодержащих растений, в том числе совершенное за пределами Российской Федерации";"=""SID0003884""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""32""";"=""32""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Федеральная служба безопасности России (ФСБ России)""";"=""Сервис выдачи заключений о возможности ввоза на таможенную территорию Таможенного союза или вывоза с таможенной территории Таможенного союза специальных технических средств, предназначенных для негласного получения информации""";"=""SID0003773""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""83""";"=""77""";"=""6""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Федеральная служба безопасности России (ФСБ России)""";"=""Сервис регистрации нотификаций о характеристиках товара (продукции), содержащего шифровальные (криптографические) средства""";"=""SID0003774""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""374""";"=""374""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Федеральная служба государственной регистрации кадастра и картографии (Росреестр)""";"=""Сервис предварительной электронной записи на прием""";"=""SID0004118""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""3""";"=""3""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Федеральная служба исполнения наказаний (ФСИН России)""";"=""Сервис Федеральной службы исполнения наказаний по предоставлению находящихся в расположении ФСИН России сведений в электронном виде""";"=""SID0003988""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""6""";"=""5""";"=""1""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Федеральная служба по ветеринарному и фитосанитарному надзору (Россельхознадзор)""";"Электронный сервис ""Электронный сервис по предоставлению информации для осуществления карантинного фитосанитраного контроля в пунктах пропуска через государственную границу Российской Федерации""";"=""SID0003734""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""1""";"=""1""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Федеральная служба по надзору в сфере защиты прав потребителей и благополучия человека (Роспотребнадзор)""";"Прием заявления на получение лицензии на деятельность в области использования возбудителей инфекционных заболеваний человека  животных (за исключением случая, если указанная деятельность  осуществляется в медицинских целях) и генно-иненерно-модифицированных  организмов III и IV степеней потенциальной опасности, осуществляемой  в замкнутых системах через ЕПГМУ";"=""SID0003968""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""1""";"=""1""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Федеральная служба по надзору в сфере здравоохранения (Росздравнадзор)""";"=""Сервис обработки событий электронного заявления на портале государственных услуг (разработан согласно методическим рекомендациям версии 2.5.6) Федеральной службы по надзору в сфере здравоохранения""";"=""SID0003896""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""1""";"=""1""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Федеральная служба по техническому и экспортному контролю""";"=""Сервис выдачи заключений о возможности размещения и использования на сухопутной территории Российской Федерации иностранных технических средств наблюдения и контроля""";"=""SID0003856""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""1""";"=""1""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Федеральная служба по техническому и экспортному контролю""";"=""Сервис для приема заявок с Единого портала государственных услуг""";"=""SID0003858""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""13""";"=""13""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Федеральная служба по техническому и экспортному контролю""";"=""Сервис для приема заявок с Единого портала государственных услуг""";"=""SID0003858""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""427630227582249909378869""";"=""Федеральный уровень""";"=""10""";"=""10""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Федеральная служба по финансовому мониторингу (Росфинмониторинг)""";"Электронный сервис ""Прием заявлений в Росфинмониторинг с ЕПГУ""";"=""SID0003878""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""17""";"=""17""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Федеральная служба по финансовому мониторингу (Росфинмониторинг)""";"Электронный сервис ""Прием заявлений в Росфинмониторинг с ЕПГУ""";"=""SID0003878""";"=""ФОИВ""";"=""Министерство связи и массовых коммуникаций (Минкомсвязь)""";"=""427630227582249909378869""";"=""Федеральный уровень""";"=""2""";"=""2""";"=""0""";
"=""Федеральный уровень""";"=""РОИВ""";"=""Федеральная служба по экологическому, технологическому и атомному надзору (Ростехнадзор)""";"=""Электронный сервис Федеральной службы по экологическому, технологическому и атомному надзору предоставления услуги по включению юридического лица в перечень экспертных центров """;"=""SID0003709""";"=""ФОИВ""";"=""Единый портал государственных услуг""";"=""183165854564372828937498""";"=""Федеральный уровень""";"=""39""";"=""39""";"=""0""";
