"=""Статистика использования электронных сервисов""";

"=""Категория потребителя""";"=""РОИВ""";
"=""Категория поставщика""";"=""ФОИВ""";
"=""Поставщик сервисов""";"=""Федеральное казначейство (ФК)""";
"=""Сервис""";"=""(SID0003998) Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";
"=""Выберите период формирования отчета с""";"=""19.01.2017""";
"=""по""";"=""20.01.2017""";
"=""Время генерации отчета""";"=""26.01.2017 12:41:37""";

"=""Общая статистика по сервисам""";

"=""Узел""";"=""Категория поставщика""";"=""Поставщик""";"=""Наименование сервиса """;"=""Номер сервиса""";"=""Категория потребителя""";"=""Потребитель""";"=""Сертификат""";"=""Регион""";"=""Количество запросов""";"=""Количество ответов""";"=""Количество ошибок""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Большемечетновского сельского поселения Семикаракорского района Ростовской области""";"=""192171340762396969926915""";"=""Ростовская область""";"=""8""";"=""8""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Большеталовского сельского поселения Зерноградского района Ростовской области""";"=""321270169845311956069429""";"=""Ростовская область""";"=""8""";"=""8""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Буденновского сельского поселения Сальского района Ростовской области""";"=""330383040154338980800732""";"=""Ростовская область""";"=""2""";"=""2""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Вербовологовского сельского поселения Дубовского района Ростовской области""";"=""494838435050463594293014""";"=""Ростовская область""";"=""38""";"=""38""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Веселовского района Ростовской области""";"=""145833381420971212148233""";"=""Ростовская область""";"=""5""";"=""5""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Владимировского сельского поселения Красносулинского района Ростовской области""";"=""490614300105520086786595""";"=""Ростовская область""";"=""7""";"=""7""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Волченское сельского поселения Каменского района Ростовской области""";"=""1559361""";"=""Ростовская область""";"=""2""";"=""2""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Гигантовского сельского поселения Сальского района Ростовской области""";"=""420084898455398945662705""";"=""Ростовская область""";"=""4""";"=""4""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Главы Республики Бурятия и Правительства Республики Бурятия""";"=""461504617662741011768980""";"=""Республика Бурятия""";"=""496""";"=""433""";"=""63""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Главы Республики Бурятия и Правительства Республики Бурятия""";"=""79978019814968263714523""";"=""Республика Бурятия""";"=""12""";"=""12""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Горнозаводского муниципального района Пермского края""";"=""136518""";"=""Пермский край""";"=""34""";"=""34""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Горнозаводского упр. округа СО""";"=""1576755""";"=""Свердловская область""";"=""20""";"=""6""";"=""14""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Гуреевского сельского поселения Дубовского района Ростовской области""";"=""210123769459535654168476""";"=""Ростовская область""";"=""57""";"=""31""";"=""26""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Донского сельского поселения Зерноградского района Ростовской области""";"=""516025013763273916417511""";"=""Ростовская область""";"=""15""";"=""15""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Егорлыкского района Ростовской области""";"=""118391437089302867092195""";"=""Ростовская область""";"=""112""";"=""112""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация ЗАТО Александровск""";"=""1215762""";"=""Мурманская область""";"=""6""";"=""6""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Заветинского района Ростовской области""";"=""148615225918875366334716""";"=""Ростовская область""";"=""2""";"=""2""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Заволжского района г. Ульяновска""";"=""1221934""";"=""Ульяновская область""";"=""5""";"=""5""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Задоно-Кагальницкого сельского поселения Семикаракорского района Ростовской области""";"=""100999438300119004351238""";"=""Ростовская область""";"=""2""";"=""2""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Задонского сельского поселения Азовского района Ростовской области""";"=""145982961164244928700665""";"=""Ростовская область""";"=""4""";"=""4""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Зерноградского района Ростовской области""";"=""213493919176758921265419""";"=""Ростовская область""";"=""30""";"=""29""";"=""1""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Ирбитского МО""";"=""2419788209094809021583030833724981249""";"=""Свердловская область""";"=""18""";"=""18""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Кагальницкого сельского поселения Азовского района Ростовской области""";"=""127852682221600934732015""";"=""Ростовская область""";"=""4""";"=""4""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Калитвенское сельского поселения Каменского района Ростовской области""";"=""1559325""";"=""Ростовская область""";"=""12""";"=""12""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Камышловского городского округа""";"=""1577168""";"=""Свердловская область""";"=""31""";"=""31""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Карьевского сельского поселения Ординского муниципального района Пермского края""";"=""1429802""";"=""Пермский край""";"=""6""";"=""6""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Касибского сельского поселения""";"=""204062""";"=""Пермский край""";"=""6""";"=""6""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Каштановского сельского поселения Обливского района Ростовской области""";"=""1099210""";"=""Ростовская область""";"=""47""";"=""47""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Ковалевского сельского поселения Красносулинского района Ростовской области""";"=""485822773250547796419090""";"=""Ростовская область""";"=""19""";"=""19""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Кондинского района Ханты-Мансийского автономного округа - Югры""";"=""2420937906164445418672748298321461249""";"=""Ханты-Мансийский автономный округ - Югра""";"=""34""";"=""34""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Круглянского сельского поселения Азовского района Ростовской области""";"=""81581315074586019112380""";"=""Ростовская область""";"=""39""";"=""39""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Кручено-Балковского сельского поселения Сальского района Ростовской области""";"=""122100937823527400122789""";"=""Ростовская область""";"=""2""";"=""2""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Кулешовского сельского поселения Азовского района Ростовской области""";"=""530872106934549214142595""";"=""Ростовская область""";"=""29""";"=""29""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Кутузовского сельского поселения Шербакульского муниципального района Омской области""";"=""204659693332089635091316""";"=""Омская область""";"=""6""";"=""6""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Кушвинского городского округа""";"=""1563729""";"=""Свердловская область""";"=""2""";"=""2""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Летницкого сельского поселения Песчанокопского района Ростовской области""";"=""531437370049329134309558""";"=""Ростовская область""";"=""9""";"=""9""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Липовецкого городского поселения Октябрьского муниципального района Приморского края""";"=""189735779247591639452470274291468027245""";"=""Приморский край""";"=""31""";"=""30""";"=""1""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация МО ГП Ревда""";"=""536853795559442783154456""";"=""Мурманская область""";"=""16""";"=""16""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Малоорловского сельского поселения Мартыновского района Ростовской области""";"=""219169807194513135903672""";"=""Ростовская область""";"=""10""";"=""10""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Манычского сельского поселения Зерноградского района Ростовской области""";"=""343750292709298250189736""";"=""Ростовская область""";"=""3""";"=""3""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Манычского сельского поселения Сальского района Ростовской области""";"=""122539356491852476852650""";"=""Ростовская область""";"=""6""";"=""6""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Матвеево-Курганского района Ростовской области""";"=""506260402782380746615132""";"=""Ростовская область""";"=""600""";"=""504""";"=""96""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Миньярского городского поселения Челябинской области""";"=""1884464""";"=""Челябинская область""";"=""6""";"=""6""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Михайловского муниципального района""";"=""279883499740885394917632""";"=""Приморский край""";"=""34""";"=""34""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Муниципального Образования Жигаловский район""";"=""1995394""";"=""Иркутская область""";"=""26""";"=""26""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Нагибинского сельского поселения Чертковского района Ростовской области""";"=""102746480015597419630059""";"=""Ростовская область""";"=""4""";"=""4""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Находкинского городского округа Приморского края""";"=""176965459601087218584249""";"=""Приморский край""";"=""2""";"=""2""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Неклиновского района Ростовской области""";"=""127151298371029399807402""";"=""Ростовская область""";"=""4""";"=""4""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Нижневартовского района Ханты-Мансийского автономного округа – Югры""";"=""476852550519080943108286""";"=""Ханты-Мансийский автономный округ - Югра""";"=""2""";"=""2""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Нижневартовского района Ханты-Мансийского автономного округа – Югры""";"=""476852550519080943108286""";"=""Ханты-Мансийский автономный округ - Югра""";"=""1""";"=""1""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Нижнеилимского муниципального района""";"=""541773135416273368999416""";"=""Иркутская область""";"=""63""";"=""53""";"=""10""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Нижнетуринского городского округа""";"=""1898494""";"=""Свердловская область""";"=""2""";"=""2""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Новоалександровского сельского поселения Азовского района Ростовской области""";"=""442246408815722356549127""";"=""Ростовская область""";"=""2""";"=""2""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Новобатайского сельского поселения  Кагальницкого района Ростовской области""";"=""573346629410262171528800""";"=""Ростовская область""";"=""28""";"=""28""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Новоегорлыкского сельского поселения Сальского района Ростовской области""";"=""122711098730367460321707""";"=""Ростовская область""";"=""16""";"=""15""";"=""1""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Новолялинского городского округа""";"=""124217377165346013722749""";"=""Свердловская область""";"=""66""";"=""66""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Новороговского сельского поселения Егорлыкского района Ростовской области""";"=""527939526957116969461798""";"=""Ростовская область""";"=""8""";"=""8""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Обильненского сельского поселения Азовского района Ростовской области""";"=""196619303764400155927158""";"=""Ростовская область""";"=""2""";"=""2""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Обливского сельского поселения Обливского района Ростовской области""";"=""105494703734908369506334""";"=""Ростовская область""";"=""30""";"=""30""";"=""0""";
"=""Федеральный уровень""";"=""ФОИВ""";"=""Федеральное казначейство (ФК)""";"=""Электронный сервис государственной информационной системы о государственных и муниципальных платежах""";"=""SID0003998""";"=""РОИВ""";"=""Администрация Ольхонского районного муниципального образования""";"=""1811539""";"=""Иркутская область""";"=""7""";"=""2""";"=""5""";
